拖柜时间,工厂实际完工时间,合同号,Invoice No:,出运单号,货代,客户名称,组织所属公司,客户的国别,装运港,目的港,SKU,英文名,产品图片,产品数量,工厂,合同状态,业务组,入库商家,四字机构,ETD,ETA PORT,海外仓,柜号,创建日期,业务类型,入库时间,箱数,出口收汇USD,单件净重,单件毛重,单件体积,总体积,PC,/CTN,一件多箱,PO#01,PO#02,数据来源,销售单价,采购单价,销售币别,采购币别,流程状态,订舱号,采购-USD汇率,实际装柜时间,设计佣金率,设计佣金（美元）,付佣(美元),扣佣(美元),工厂采购币别,工厂采购总额,单据状态,合同执行说明,客户货号,交单时间,包装尺寸长宽高,69码,四字码,结算类型,成本USD,平台佣金费,国内费用合计USD,国外费用合计USD,代理出运单号,代理机构,代理公司,预估国内汇总(美元),预估其他国外(美元),平台佣金(美元),财税服务费(美元),工厂采购总额(美元),物料分类英文名,开票状态,出口发票号,产品经理佣金(美元),产品经理,产品经理组织,设计佣金应收公司,产品经理佣金应收公司,销售-人民币汇率,预计国内运杂费(人民币),预计国内其他费用(人民币),设计佣金应发奖励,实际应付设计佣金,产品经理佣金应发奖励,同集群豁免产品经理佣金,实际应付产品经理佣金
2023-07-20,,R23GX-A801174,R23GX-A801174F01,R23GX-A801163S002,,"CANADIAN TIRE CORPORATION, LIMITED",广东广新家具有限公司,Canada,厦门,温哥华,104502101517.0,HEAVEN CTC,,1008,漳州市诺飞商贸有限公司,已报关出运完成,状元坊,Tradition,晓望梅观GX,2023-07-26,2023-08-15,,CXDU2216350,2023-06-12,传统,,84,3158.97,20.6,22.6,0.115,9.66,12,1,否,08563931,,中国仓WMS,4.07,3.12,USD,USD,排产中,CTCVANN27267XM0,1.0,,0.03,123.08,0.0,943.59,RMB,22176.0,已报关出运完成,,068-0791-6,2023-07-26,73*50*31.5cm;,,,人民币出厂含税结算,,32.82,2041.92,0.0,,,,94.75,0.0,32.82,6.32,3144.56,Stool,YES,20230808000016.0,0.0,,,广州天泽鸿渐设计有限公司,,1.0,13500.0,900.0,,,,,
2023-07-20,,R23GX-A801163,R23GX-A801163F02,R23GX-A801163S002,,"CANADIAN TIRE CORPORATION, LIMITED",广东广新家具有限公司,Canada,厦门,温哥华,4700101704.0,MANGO DOUBLE H 2,,3456,福建红梅家具有限公司,已报关出运完成,状元坊,Tradition,晓望梅观GX,2023-07-26,2023-08-15,,KKFU7520635,2023-06-12,传统,,576,15753.83,21.0,22.0,0.115,66.24,6,1,否,08567848,,中国仓WMS,5.92,4.89,USD,USD,排产中,CTCVANN27267XM0,1.0,,0.0,0.0,0.0,4705.69,RMB,119232.0,已报关出运完成,,068-0260-0,2023-07-26,91.5*28*45cm;,,,人民币出厂含税结算,,163.68,2041.92,0.0,,,,649.13,0.0,163.68,31.51,16907.1,Folding Chair,YES,20230808000016.0,0.0,,,广州天泽鸿渐设计有限公司,,1.0,13500.0,900.0,,,,,
2023-07-20,,R23GX-A801163,R23GX-A801163F02,R23GX-A801163S002,,"CANADIAN TIRE CORPORATION, LIMITED",广东广新家具有限公司,Canada,厦门,温哥华,4700101704.0,MANGO DOUBLE H 2,,3456,福建红梅家具有限公司,已报关出运完成,状元坊,Tradition,晓望梅观GX,2023-07-26,2023-08-15,,DRYU6081893,2023-06-12,传统,,576,15753.83,21.0,22.0,0.115,66.24,6,1,否,08567848,,中国仓WMS,5.92,4.89,USD,USD,排产中,CTCVANN27267XM0,1.0,,0.0,0.0,0.0,4705.69,RMB,119232.0,已报关出运完成,,068-0260-0,2023-07-26,91.5*28*45cm;,,,人民币出厂含税结算,,163.68,2041.92,0.0,,,,649.13,0.0,163.68,31.51,16907.1,Folding Chair,YES,20230808000016.0,0.0,,,广州天泽鸿渐设计有限公司,,1.0,13500.0,900.0,,,,,
2023-07-13,,R23GX-A801165,R23GX-A801165F01,R23GX-A801165S001,,"CANADIAN TIRE CORPORATION, LIMITED",广东广新家具有限公司,Canada,厦门,温哥华,5020101804.0,JEN GRAY,,2442,漳州爱莱莉家具有限公司,已报关出运完成,状元坊,Tradition,晓望梅观GX,2023-07-18,2023-08-17,,FFAU1278154,2023-06-12,传统,,407,19649.55,27.0,29.0,0.16,65.12,6,1,否,08557378,,中国仓WMS,10.45,7.09,USD,USD,排产中,CTCVANN27193XM0,1.0,,0.0,0.0,0.0,5869.35,RMB,122100.0,已报关出运完成,,068-0262-6,2023-07-14,108*30.5*48.5cm;,6970011021674.0,4043,人民币出厂含税结算,,204.15,2084.46,0.0,,,,694.75,0.0,204.15,39.3,17313.78,Folding Chair,YES,20230808000017.0,0.0,,,广州天泽鸿渐设计有限公司,,1.0,13800.0,900.0,,,,,
2023-07-13,,R23GX-A801165,R23GX-A801165F02,R23GX-A801165S001,,"CANADIAN TIRE CORPORATION, LIMITED",广东广新家具有限公司,Canada,厦门,温哥华,5000101804.0,JEN BLACK,,2442,漳州爱莱莉家具有限公司,已报关出运完成,状元坊,Tradition,晓望梅观GX,2023-07-18,2023-08-17,,YMLU8864986,2023-06-12,传统,,407,19649.55,27.0,29.0,0.16,65.12,6,1,否,08563931,,中国仓WMS,10.45,7.09,USD,USD,排产中,CTCVANN27193XM0,1.0,,0.0,0.0,0.0,5869.35,RMB,122100.0,已报关出运完成,,068-0842-6,2023-07-14,108*30.5*48.5cm;,6970011021681.0,4040,人民币出厂含税结算,,204.15,2084.46,0.0,,,,694.75,0.0,204.15,39.3,17313.78,Folding Chair,YES,20230808000017.0,0.0,,,广州天泽鸿渐设计有限公司,,1.0,13800.0,900.0,,,,,
2023-07-13,,R23GX-A801165,R23GX-A801165F02,R23GX-A801165S001,,"CANADIAN TIRE CORPORATION, LIMITED",广东广新家具有限公司,Canada,厦门,温哥华,5000101804.0,JEN BLACK,,2442,漳州爱莱莉家具有限公司,已报关出运完成,状元坊,Tradition,晓望梅观GX,2023-07-18,2023-08-17,,TGBU6149297,2023-06-12,传统,,407,19649.55,27.0,29.0,0.16,65.12,6,1,否,08563931,,中国仓WMS,10.45,7.09,USD,USD,排产中,CTCVANN27193XM0,1.0,,0.0,0.0,0.0,5869.35,RMB,122100.0,已报关出运完成,,068-0842-6,2023-07-14,108*30.5*48.5cm;,6970011021681.0,4040,人民币出厂含税结算,,204.15,2084.46,0.0,,,,694.75,0.0,204.15,39.3,17313.78,Folding Chair,YES,20230808000017.0,0.0,,,广州天泽鸿渐设计有限公司,,1.0,13800.0,900.0,,,,,
2023-07-14,,,R23GX-A801163S001F01,R23GX-A801163S001,,"CANADIAN TIRE CORPORATION, LIMITED",广东广新家具有限公司,Canada,厦门,温哥华,4700101704.0,MANGO DOUBLE H 2,,3456,福建红梅家具有限公司,已报关出运完成,状元坊,,晓望梅观GX,2023-07-19,2023-08-08,,BMOU5184026,2023-06-12,传统,,576,15753.83,21.0,22.0,0.115,66.24,6,1,否,08557378,,中国仓WMS,5.92,4.89,USD,USD,,CTCVANN27253XM0,1.0,,0.0,0.0,0.0,4705.69,RMB,119232.0,已报关出运完成,To Kamen: 预提费200元从工厂货款中扣除,068-0260-0,,91.5*28*45cm;,,,人民币出厂含税结算,,163.68,680.64,0.0,,,,680.64,0.0,163.68,31.51,16907.1,Folding Chair,YES,20230802000047.0,0.0,,,广州天泽鸿渐设计有限公司,,1.0,4500.0,300.0,0.0,0.0,0.0,0.0,0.0
2023-07-14,,R23GX-A801172,R23GX-A80117202A,R23GX-A801172S001,,"CANADIAN TIRE CORPORATION, LIMITED",广东广新家具有限公司,Canada,厦门,温哥华,5020101804.0,JEN GRAY,,2538,福建红梅家具有限公司,已报关出运完成,状元坊,Tradition,晓望梅观GX,2023-07-19,2023-08-08,,SEGU5831686,2023-06-12,传统,,423,20422.02,27.0,29.0,0.16,67.68,6,1,否,08538454,,中国仓WMS,10.45,7.66,USD,USD,排产中,CTCVANN27133XM0,1.0,,0.0,0.0,0.0,6100.08,RMB,137052.0,已报关出运完成,,068-0262-6,2023-07-18,108*30.5*48.5cm;,6970011021674.0,4043,人民币出厂含税结算,,212.18,1361.28,0.0,,,,680.64,0.0,212.18,40.84,19433.97,Folding Chair,YES,20230802000048.0,0.0,,,广州天泽鸿渐设计有限公司,,1.0,9000.0,600.0,0.0,0.0,0.0,0.0,0.0
2023-07-14,,R23GX-A801172,R23GX-A80117202B,R23GX-A801172S001,,"CANADIAN TIRE CORPORATION, LIMITED",广东广新家具有限公司,Canada,厦门,温哥华,5000101804.0,JEN BLACK,,2538,福建红梅家具有限公司,已报关出运完成,状元坊,Tradition,晓望梅观GX,2023-07-19,2023-08-08,,TCNU8517850,2023-06-12,传统,,423,20422.02,26.4,29.0,0.16,67.68,6,1,否,08535014,,中国仓WMS,10.45,7.66,USD,USD,排产中,CTCVANN27133XM0,1.0,,0.0,0.0,0.0,6100.08,RMB,137052.0,已报关出运完成,,068-0842-6,2023-07-18,108*30.5*48.5cm;,6970011021681.0,4040,人民币出厂含税结算,,212.18,1361.28,0.0,,,,680.64,0.0,212.18,40.84,19433.97,Folding Chair,YES,20230802000048.0,0.0,,,广州天泽鸿渐设计有限公司,,1.0,9000.0,600.0,0.0,0.0,0.0,0.0,0.0
2023-07-20,,R23GX-A801169,R23GX-A801169F01,R23GX-A801169S001,,"CANADIAN TIRE CORPORATION, LIMITED",广东广新家具有限公司,Canada,宁波,温哥华,2111170000001.0,EWER 2PK,,820,安吉县迪亚办公家具有限公司,已报关出运完成,状元坊,,晓望梅观GX,2023-07-25,2023-08-24,Traditional,TEMU6138780,2023-06-12,传统,,410,17517.54,13.0,14.0,0.165,67.65,2,1,否,08552796,,中国仓WMS,24.555,18.86,USD,USD,排产中,CTCVANN84067NB0,1.0,,0.0,0.0,0.0,2617.56,RMB,109060.0,已报关出运完成,,168-0087-6,2023-07-26,98*32.5*48cm;,6935653220861.0,,人民币出厂含税结算,,161.08,992.6,0.0,,,,992.6,0.0,161.08,35.04,15464.71,Dining Chair,YES,20230808000018.0,0.0,,,广州天泽鸿渐设计有限公司,,1.0,6700.0,300.0,,,,,
2023-08-01,,R23GX-A801167,R23GX-A801167F01,R23GX-A801168S001,,"CANADIAN TIRE CORPORATION, LIMITED",广东广新家具有限公司,Canada,宁波,温哥华,100300009517.0,BONNIE Ⅰ,,100,浙江百之佳家具有限公司,已报关出运完成,状元坊,,晓望梅观GX,2023-08-05,2023-09-04,Traditional,ZCSU6109540,2023-06-12,传统,,100,3142.08,13.6,15.8,0.134,13.4,1,1,否,08552798,,中国仓WMS,43.64,30.49,USD,USD,排产中,CTCVANN84813NB0,1.0,,0.02,87.28,0.0,1221.92,RMB,21500.0,已报关出运完成,,068-0935-6,2023-08-07,70*30*60cm;,6935653127641.0,,人民币出厂含税结算,,34.91,992.6,0.0,,,,203.58,0.0,34.91,6.28,3048.7,Boss Office Chair,YES,20230914000102.0,0.0,,,广州天泽鸿渐设计有限公司,,1.0,6700.0,300.0,,,,,
2023-08-01,,R23GX-A801180,R23GX-A801180F01,R23GX-A801168S001,,"CANADIAN TIRE CORPORATION, LIMITED",广东广新家具有限公司,Canada,宁波,温哥华,100300009517.0,BONNIE Ⅰ,,100,浙江百之佳家具有限公司,已报关出运完成,状元坊,,晓望梅观GX,2023-08-05,2023-09-04,Traditional,ZCSU6109540,2023-06-12,传统,,100,3142.08,13.6,15.8,0.134,13.4,1,1,否,08595245,,中国仓WMS,43.64,30.49,USD,USD,排产中,CTCVANN84813NB0,1.0,,0.02,87.28,0.0,1221.92,RMB,21500.0,已报关出运完成,,068-0935-6,2023-08-07,70*30*60cm;,6935653127641.0,,人民币出厂含税结算,,34.91,992.6,0.0,,,,203.58,0.0,34.91,6.28,3048.7,Boss Office Chair,YES,20230914000102.0,0.0,,,广州天泽鸿渐设计有限公司,,1.0,6700.0,300.0,,,,,
2023-08-01,,R23GX-A801155,R23GX-A801155F02,R23GX-A801168S001,,"CANADIAN TIRE CORPORATION, LIMITED",广东广新家具有限公司,Canada,宁波,温哥华,600018379.0,DERRICK BEIGE,,360,安吉县迪亚办公家具有限公司,已报关出运完成,状元坊,,晓望梅观GX,2023-08-05,2023-09-04,Traditional,ZCSU6109540,2023-06-12,传统,,360,6612.19,5.8,7.6,0.107,38.52,1,1,否,08508713,,中国仓WMS,25.51,16.87,USD,USD,排产中,CTCVANN84813NB0,1.0,,0.02,183.67,0.0,2571.41,RMB,42840.0,已报关出运完成,,168-0104-6,2023-08-07,65.5*21*46cm;,6935653189311.0,,人民币出厂含税结算,,73.47,992.6,0.0,,,,585.34,0.0,73.47,13.22,6074.71,Dining Chair,YES,20230914000102.0,0.0,陈秀玲,,广州天泽鸿渐设计有限公司,,1.0,6700.0,300.0,,,,,
2023-07-11,,R23GX-A801166,R23GX-A801166F04,R23GX-A801167S001,,"CANADIAN TIRE CORPORATION, LIMITED",广东广新家具有限公司,Canada,宁波,温哥华,308100127101.0,ALBERT,,660,安吉县迪亚办公家具有限公司,已报关出运完成,状元坊,,晓望梅观GX,2023-07-15,2023-08-14,Traditional,YMMU6427960,2023-06-12,传统,,660,13676.26,7.6,9.6,0.106,69.96,1,1,否,08538628,,中国仓WMS,28.78,21.27,USD,USD,排产中,CTCVANN84065NB0,1.0,,0.02,379.9,0.0,5318.54,RMB,99000.0,已报关出运完成,TO：财务.  该合同下给工厂的订单号是A801166F01，请备注“下给工厂的订单号是801166F01”给工厂查看,068-4462-6,2023-07-13,62*21*52cm;,6970011023876.0,4723,人民币出厂含税结算,,151.96,248.15,0.0,,,,248.15,0.0,151.96,27.35,14038.2,Barstool,YES,20230802000049.0,0.0,石晓洁,,广州天泽鸿渐设计有限公司,,1.0,1500.0,250.0,0.0,0.0,0.0,0.0,0.0
2023-06-09,,R23GX-ZY00053,R23GX-ZY00053F01,S23GX-ZY00025,,39F INC.,广东广新家具有限公司,Canada,天津,美国,600006779.0,KAROMI,,4,廊坊问界家具有限公司,审核装柜,正一观,QXD_39FINC,晓望梅观GX,2023-06-16,2023-07-21,US-Castle Gate,GESU6134017,2023-06-09,电商,2023-07-13,2,62.6,10.6,11.75,0.103,0.206,2,1,否,WHS-44345-32091626,,中国仓WMS,15.65,15.03,USD,USD,排产中,,1.0,,0.02,1.25,0.0,0.0,RMB,424.0,审核装柜,,,2023-06-13,95*46*26cm;,6935653133963.0,0802,人民币出厂含税结算,,0.5,85.08,0.0,,,,3.22,0.0,0.5,0.0,60.12,Dining Chair,,,0.0,,,广州天泽鸿渐设计有限公司,,1.0,500.0,100.0,,,,,
2023-06-09,,R23GX-ZY00053,R23GX-ZY00053F01,S23GX-ZY00025,,39F INC.,广东广新家具有限公司,Canada,天津,美国,600010057.0,PUZZLE DARK GREY,,2,廊坊问界家具有限公司,审核装柜,正一观,QXD_39FINC,晓望梅观GX,2023-06-16,2023-07-21,US-Castle Gate,GESU6134017,2023-06-09,电商,2023-07-13,1,31.58,10.08,12.08,0.196,0.196,2,1,否,WHS-44345-32091626,,中国仓WMS,15.79,14.25,USD,USD,排产中,,1.0,,0.03,0.95,0.0,0.0,RMB,201.0,审核装柜,,,2023-06-13,70*51*55cm;,6935653132881.0,0689,人民币出厂含税结算,,0.25,85.08,0.0,,,,3.05,0.0,0.25,0.0,28.5,Dining Chair,,,0.0,,,广州天泽鸿渐设计有限公司,,1.0,500.0,100.0,,,,,
2023-06-09,,R23GX-ZY00053,R23GX-ZY00053F01,S23GX-ZY00025,,39F INC.,广东广新家具有限公司,Canada,天津,美国,400012819.0,INDEPENDENCE BAR BOUTON VINTAGE A,,4,廊坊问界家具有限公司,审核装柜,正一观,QXD_39FINC,晓望梅观GX,2023-06-16,2023-07-21,US-Castle Gate,GESU6134017,2023-06-09,电商,2023-07-13,2,75.6,13.0,15.0,0.125,0.25,2,1,否,WHS-44345-32091626,,中国仓WMS,18.9,18.15,USD,USD,排产中,,1.0,,0.03,2.27,0.0,0.0,RMB,512.0,审核装柜,,,2023-06-13,102*48*25.5cm;,6935653147373.0,2073,人民币出厂含税结算,,0.6,85.08,0.0,,,,3.9,0.0,0.6,0.0,72.6,Barstool,,,0.0,,,广州天泽鸿渐设计有限公司,,1.0,500.0,100.0,,,,,
2023-06-09,,R23GX-ZY00053,R23GX-ZY00053F01,S23GX-ZY00025,,39F INC.,广东广新家具有限公司,Canada,天津,美国,2207260000061.0,ALDRIDGE BAR 30 GREY VELVET BLACK LEG,,12,廊坊问界家具有限公司,审核装柜,正一观,QXD_39FINC,晓望梅观GX,2023-06-16,2023-07-21,US-Castle Gate,GESU6134017,2023-06-09,电商,2023-07-13,6,233.52,13.8,16.9,0.24,1.44,2,1,否,WHS-44345-32091626,,中国仓WMS,19.46,17.65,USD,USD,排产中,,1.0,,0.02,4.67,0.0,0.0,RMB,1494.0,审核装柜,,,2023-06-13,90*44.5*65cm;,6935653305278.0,0155,人民币出厂含税结算,,1.87,85.08,0.0,,,,22.47,0.0,1.87,0.0,211.85,Barstool,,,0.0,,,广州天泽鸿渐设计有限公司,,1.0,500.0,100.0,,,,,
2023-06-09,,R23GX-ZY00053,R23GX-ZY00053F01,S23GX-ZY00025,,39F INC.,广东广新家具有限公司,Canada,天津,美国,600010056.0,KAROMI PU BLACK,,8,廊坊问界家具有限公司,审核装柜,正一观,QXD_39FINC,晓望梅观GX,2023-06-16,2023-07-21,US-Castle Gate,GESU6134017,2023-06-09,电商,2023-07-13,4,126.32,6.0,7.0,0.103,0.412,2,1,否,WHS-44345-32091626,,中国仓WMS,15.79,15.17,USD,USD,排产中,,1.0,,0.02,2.53,0.0,0.0,RMB,856.0,审核装柜,,,2023-06-13,95*46*26cm;,6935653132928.0,0693,人民币出厂含税结算,,1.01,85.08,0.0,,,,6.43,0.0,1.01,0.0,121.38,Dining Chair,,,0.0,,,广州天泽鸿渐设计有限公司,,1.0,500.0,100.0,,,,,
2023-06-09,,R23GX-ZY00053,R23GX-ZY00053F01,S23GX-ZY00025,,39F INC.,广东广新家具有限公司,Canada,天津,美国,400017061.0,SMEG BAR COGNAC PU BLACK GOLD LEG,,20,廊坊问界家具有限公司,审核装柜,正一观,QXD_39FINC,晓望梅观GX,2023-06-16,2023-07-21,US-Castle Gate,GESU6134017,2023-06-09,电商,2023-07-13,10,404.4,12.5,14.65,0.161,1.61,2,1,否,WHS-44345-32091626,,中国仓WMS,20.22,19.14,USD,USD,排产中,,1.0,,0.03,12.13,0.0,0.0,RMB,2700.0,审核装柜,,,2023-06-13,65*42*54cm;,6935653178452.0,5628,人民币出厂含税结算,,3.24,85.08,0.0,,,,25.12,0.0,3.24,0.0,382.86,Barstool,,,0.0,,,广州天泽鸿渐设计有限公司,,1.0,500.0,100.0,,,,,
2023-06-09,,R23GX-ZY00053,R23GX-ZY00053F01,S23GX-ZY00025,,39F INC.,广东广新家具有限公司,Canada,天津,美国,400017062.0,SMEG BAR BLACK PU BLACK GOLD LEG,,8,廊坊问界家具有限公司,审核装柜,正一观,QXD_39FINC,晓望梅观GX,2023-06-16,2023-07-21,US-Castle Gate,GESU6134017,2023-06-09,电商,2023-07-13,4,155.12,12.5,14.65,0.161,0.644,2,1,否,WHS-44345-32091626,,中国仓WMS,19.39,18.29,USD,USD,排产中,,1.0,,0.03,4.65,0.0,0.0,RMB,1032.0,审核装柜,,,2023-06-13,65*42*54cm;,6935653178469.0,5629,人民币出厂含税结算,,1.24,85.08,0.0,,,,10.05,0.0,1.24,0.0,146.34,Barstool,,,0.0,,,广州天泽鸿渐设计有限公司,,1.0,500.0,100.0,,,,,
2023-06-09,,R23GX-ZY00053,R23GX-ZY00053F01,S23GX-ZY00025,,39F INC.,广东广新家具有限公司,Canada,天津,美国,600016979.0,SMEG BLACK VELVET,,10,廊坊问界家具有限公司,审核装柜,正一观,QXD_39FINC,晓望梅观GX,2023-06-16,2023-07-21,US-Castle Gate,GESU6134017,2023-06-09,电商,2023-07-13,5,149.6,10.0,12.3,0.139,0.695,2,1,否,WHS-44345-32091626,,中国仓WMS,14.96,13.97,USD,USD,排产中,,1.0,,0.03,4.49,0.0,0.0,RMB,985.0,审核装柜,,,2023-06-13,56*48*51.5cm;,6935653177813.0,5559,人民币出厂含税结算,,1.2,85.08,0.0,,,,10.85,0.0,1.2,0.0,139.67,Dining Chair,,,0.0,,,广州天泽鸿渐设计有限公司,,1.0,500.0,100.0,,,,,
2023-06-09,,R23GX-ZY00053,R23GX-ZY00053F01,S23GX-ZY00024,,39F INC.,广东广新家具有限公司,Canada,天津,加拿大,600006779.0,KAROMI,,32,廊坊问界家具有限公司,审核装柜,正一观,QXD_39FINC,晓望梅观GX,2023-06-16,2023-08-11,CA - Castle Gate,HLBU1807429,2023-06-09,电商,2023-08-15,16,500.92,10.6,11.75,0.103,1.648,2,1,否,WHS-44345-32091626,,中国仓WMS,21.02,15.03,CAD,USD,排产中,,1.0,,0.02,10.02,0.0,0.0,RMB,3392.0,审核装柜,,,2023-06-13,95*46*26cm;,6935653133963.0,0802,人民币出厂含税结算,,4.01,255.24,0.0,,,,36.58,0.0,4.01,0.0,480.99,Dining Chair,,,0.0,,,广州天泽鸿渐设计有限公司,,0.7447,1500.0,300.0,,,,,
2023-06-09,,R23GX-ZY00053,R23GX-ZY00053F01,S23GX-ZY00024,,39F INC.,广东广新家具有限公司,Canada,天津,加拿大,600012821.0,KAROMI VINTAGE A,,50,廊坊问界家具有限公司,审核装柜,正一观,QXD_39FINC,晓望梅观GX,2023-06-16,2023-08-11,CA - Castle Gate,HLBU1807429,2023-06-09,电商,2023-08-15,25,889.92,6.0,7.0,0.103,2.575,2,1,否,WHS-44345-32091626,,中国仓WMS,23.9,17.23,CAD,USD,排产中,,1.0,,0.02,17.8,0.0,0.0,RMB,6075.0,审核装柜,,,2023-06-13,95*46*26cm;,6935653147397.0,2075,人民币出厂含税结算,,7.12,255.24,0.0,,,,57.17,0.0,7.12,0.0,861.44,Dining Chair,,,0.0,,,广州天泽鸿渐设计有限公司,,0.7447,1500.0,300.0,,,,,
2023-06-09,,R23GX-ZY00053,R23GX-ZY00053F01,S23GX-ZY00024,,39F INC.,广东广新家具有限公司,Canada,天津,加拿大,400012819.0,INDEPENDENCE BAR BOUTON VINTAGE A,,52,廊坊问界家具有限公司,审核装柜,正一观,QXD_39FINC,晓望梅观GX,2023-06-16,2023-08-11,CA - Castle Gate,HLBU1807429,2023-06-09,电商,2023-08-15,26,983.21,13.0,15.0,0.125,3.25,2,1,否,WHS-44345-32091626,,中国仓WMS,25.39,18.15,CAD,USD,排产中,,1.0,,0.03,29.5,0.0,0.0,RMB,6656.0,审核装柜,,,2023-06-13,102*48*25.5cm;,6935653147373.0,2073,人民币出厂含税结算,,7.87,255.24,0.0,,,,72.16,0.0,7.87,0.0,943.82,Barstool,,,0.0,,,广州天泽鸿渐设计有限公司,,0.7447,1500.0,300.0,,,,,
2023-06-09,,R23GX-ZY00053,R23GX-ZY00053F01,S23GX-ZY00024,,39F INC.,广东广新家具有限公司,Canada,天津,加拿大,600013755.0,SMEG BAR DARK BROWN PU BLACK GOLD LEG,,50,廊坊问界家具有限公司,审核装柜,正一观,QXD_39FINC,晓望梅观GX,2023-06-16,2023-08-11,CA - Castle Gate,HLBU1807429,2023-06-09,电商,2023-08-15,25,1063.06,12.5,14.65,0.161,4.025,2,1,否,WHS-44345-32091626,,中国仓WMS,28.55,19.71,CAD,USD,排产中,,1.0,,0.03,31.89,0.0,0.0,RMB,6950.0,审核装柜,,,2023-06-13,65*42*54cm;,6935653152940.0,2716,人民币出厂含税结算,,8.5,255.24,0.0,,,,89.36,0.0,8.5,0.0,985.51,Barstool,,,0.0,,,广州天泽鸿渐设计有限公司,,0.7447,1500.0,300.0,,,,,
2023-06-09,,R23GX-ZY00053,R23GX-ZY00053F01,S23GX-ZY00023,,39F INC.,广东广新家具有限公司,Canada,天津,美国,600006779.0,KAROMI,,4,廊坊问界家具有限公司,审核装柜,正一观,QXD_39FINC,晓望梅观GX,2023-06-14,2023-07-31,US-Castle Gate,MRSU4496533,2023-06-09,电商,2023-08-10,2,62.6,10.6,11.75,0.103,0.206,2,1,否,WHS-44345-32091626,,中国仓WMS,15.65,15.03,USD,USD,排产中,,1.0,,0.02,1.25,0.0,0.0,RMB,424.0,审核装柜,,,,95*46*26cm;,6935653133963.0,0802,人民币出厂含税结算,,0.5,141.8,0.0,,,,5.39,0.0,0.5,0.0,60.12,Dining Chair,,,0.0,,,广州天泽鸿渐设计有限公司,,1.0,1000.0,0.0,,,,,
2023-06-09,,R23GX-ZY00053,R23GX-ZY00053F01,S23GX-ZY00023,,39F INC.,广东广新家具有限公司,Canada,天津,美国,600010057.0,PUZZLE DARK GREY,,2,廊坊问界家具有限公司,审核装柜,正一观,QXD_39FINC,晓望梅观GX,2023-06-14,2023-07-31,US-Castle Gate,MRSU4496533,2023-06-09,电商,2023-08-10,1,31.58,10.08,12.08,0.196,0.196,2,1,否,WHS-44345-32091626,,中国仓WMS,15.79,14.25,USD,USD,排产中,,1.0,,0.03,0.95,0.0,0.0,RMB,201.0,审核装柜,,,,70*51*55cm;,6935653132881.0,0689,人民币出厂含税结算,,0.25,141.8,0.0,,,,5.13,0.0,0.25,0.0,28.5,Dining Chair,,,0.0,,,广州天泽鸿渐设计有限公司,,1.0,1000.0,0.0,,,,,
2023-06-09,,R23GX-ZY00053,R23GX-ZY00053F01,S23GX-ZY00023,,39F INC.,广东广新家具有限公司,Canada,天津,美国,400012819.0,INDEPENDENCE BAR BOUTON VINTAGE A,,6,廊坊问界家具有限公司,审核装柜,正一观,QXD_39FINC,晓望梅观GX,2023-06-14,2023-07-31,US-Castle Gate,MRSU4496533,2023-06-09,电商,2023-08-10,3,113.4,13.0,15.0,0.125,0.375,2,1,否,WHS-44345-32091626,,中国仓WMS,18.9,18.15,USD,USD,排产中,,1.0,,0.03,3.4,0.0,0.0,RMB,768.0,审核装柜,,,,102*48*25.5cm;,6935653147373.0,2073,人民币出厂含税结算,,0.91,141.8,0.0,,,,9.81,0.0,0.91,0.0,108.9,Barstool,,,0.0,,,广州天泽鸿渐设计有限公司,,1.0,1000.0,0.0,,,,,
2023-06-09,,R23GX-ZY00053,R23GX-ZY00053F01,S23GX-ZY00023,,39F INC.,广东广新家具有限公司,Canada,天津,美国,2207260000061.0,ALDRIDGE BAR 30 GREY VELVET BLACK LEG,,12,廊坊问界家具有限公司,审核装柜,正一观,QXD_39FINC,晓望梅观GX,2023-06-14,2023-07-31,US-Castle Gate,MRSU4496533,2023-06-09,电商,2023-08-10,6,233.52,13.8,16.9,0.24,1.44,2,1,否,WHS-44345-32091626,,中国仓WMS,19.46,17.65,USD,USD,排产中,,1.0,,0.02,4.67,0.0,0.0,RMB,1494.0,审核装柜,,,,90*44.5*65cm;,6935653305278.0,0155,人民币出厂含税结算,,1.87,141.8,0.0,,,,37.69,0.0,1.87,0.0,211.85,Barstool,,,0.0,,,广州天泽鸿渐设计有限公司,,1.0,1000.0,0.0,,,,,
2023-06-09,,R23GX-ZY00053,R23GX-ZY00053F01,S23GX-ZY00023,,39F INC.,广东广新家具有限公司,Canada,天津,美国,600010056.0,KAROMI PU BLACK,,8,廊坊问界家具有限公司,审核装柜,正一观,QXD_39FINC,晓望梅观GX,2023-06-14,2023-07-31,US-Castle Gate,MRSU4496533,2023-06-09,电商,2023-08-10,4,126.32,6.0,7.0,0.103,0.412,2,1,否,WHS-44345-32091626,,中国仓WMS,15.79,15.17,USD,USD,排产中,,1.0,,0.02,2.53,0.0,0.0,RMB,856.0,审核装柜,,,,95*46*26cm;,6935653132928.0,0693,人民币出厂含税结算,,1.01,141.8,0.0,,,,10.79,0.0,1.01,0.0,121.38,Dining Chair,,,0.0,,,广州天泽鸿渐设计有限公司,,1.0,1000.0,0.0,,,,,
